"","ID","PropertyDetails.PropertyAddress","PropertyDetails.PostalAddressForThisAssessment"
"7198",313170,"19G Sheen Street Dunedin","35 Melrose Street Dunedin 9010"
"7199",313171,"19H Sheen Street Dunedin","6 Glendale Place Witherlea Blenheim 7201"
"7200",313172,"19J Sheen Street Dunedin","13 Bremner Street Fairfield Dunedin 9018"
"7201",313173,"19K Sheen Street Dunedin","5/19 Sheen Street Dunedin 9010"
"7202",313174,"15 Sheen Street Dunedin","PO Box 7133 Mornington Dunedin 9040"
"7203",313175,"21 Sheen Street Dunedin","21 Sheen Street Dunedin 9010"
"7204",313176,"23A Sheen Street Dunedin","23A Sheen Street Dunedin 9010"
"7205",313177,"23B Sheen Street Dunedin","Rocky Point Trust 36 City Road Dunedin 9010"
"7206",313178,"23C Sheen Street Dunedin","23C Sheen Street Dunedin 9010"
"7207",313179,"25A Sheen Street Dunedin","25A Sheen Street Dunedin 9010"
"7208",313180,"25B Sheen Street Dunedin","25B Sheen Street Dunedin 9010"
"7209",313181,"27 Sheen Street Dunedin","27 Sheen Street Dunedin 9010"
"7210",313182,"31 Sheen Street Dunedin","31 Sheen Street Dunedin 9010"
"7211",313183,"13 City Road Dunedin",NA
"7212",313184,"3 City Road Dunedin","3 City Road Dunedin 9010"
"7213",313185,"5 City Road Dunedin","5 City Road Dunedin 9010"
"7214",313186,"5A City Road Dunedin","J R and D E Hesketh Family Trust 5A City Road Dunedin 9010"
"7215",313187,"7 City Road Dunedin","C/O Edgeware Trust 7 City Road Dunedin 9010"
"7216",313188,"9 City Road Dunedin","9 City Road Dunedin 9010"
"7217",313189,"11 City Road Dunedin","Darvill-Jackson Family Trust 11 City Road Dunedin 9010"
"7218",313190,"36 Sheen Street Dunedin","Alpha Trust 42A Wingatui Road Mosgiel 9024"
"7219",313191,"34 Sheen Street Dunedin","University of Western Australia (MO86) 35 Stirling Highway Perth WA 6009 AUSTRALIA"
"7220",313192,"32 Sheen Street Dunedin","18 Jubilee Street Dunedin 9011"
"7221",313193,"30 Sheen Street Dunedin","30 Sheen Street Dunedin 9010"
"7222",313194,"28 Sheen Street Dunedin","28 Sheen Street Dunedin 9010"
"7223",313195,"28A Sheen Street Dunedin","28A Sheen Street Dunedin 9010"
"7224",313196,"26 Sheen Street Dunedin","26 Sheen Street Dunedin 9010"
"7225",313197,"24 Sheen Street Dunedin","24 Sheen Street Dunedin 9010"
"7226",313202,"226 Highgate Dunedin","Highgate Twenty 10 Trust 226 Highgate Dunedin 9010"
"7227",313203,"12 Sheen Street Dunedin","11 Leary Street Dunedin 9011"
"7228",313204,"10A Sheen Street Dunedin","10 Crosby Street Dunedin 9011"
"7229",313205,"10B Sheen Street Dunedin","10B Sheen Street Dunedin 9010"
"7230",313208,"6 Sheen Street Dunedin","Dunvegan Resettled Family Trust 6 Sheen Street Dunedin 9010"
"7231",313209,"4 Sheen Street Dunedin","4 Sheen Street Dunedin 9010"
"7232",313210,"232 Highgate Dunedin","232 Highgate Dunedin 9010"
"7233",313211,"234 Highgate Dunedin","Johnston Family Trust 2 Sheen Street Dunedin 9010"
"7234",313212,"228 Highgate Dunedin","228 Highgate Dunedin 9010"
"7235",313213,"222 Highgate Dunedin","222 Highgate Dunedin 9010"
"7236",313214,"218 Highgate Dunedin","218 Highgate Dunedin 9010"
"7237",313215,"216 Highgate Dunedin","216 Highgate Dunedin 9010"
"7238",313216,"214 Highgate Dunedin",NA
"7239",313219,"5 Leven Street Dunedin","5 Leven Street Dunedin 9010"
"7240",313220,"7 Leven Street Dunedin","7 Leven Street Dunedin 9010"
"7241",313221,"210 Highgate Dunedin","I S and G A Hughes Family Trust 210 Highgate Dunedin 9010"
"7242",313222,"9 Leven Street Dunedin","9 Leven Street Dunedin 9010"
"7243",313223,"15 Leven Street Dunedin","15 Leven Street Dunedin 9010"
"7244",313224,"17 Leven Street Dunedin","17 Leven Street Dunedin 9010"
"7245",313225,"19 Leven Street Dunedin","C H V Family Trust 19 Leven Street Dunedin 9010"
"7246",313226,"21 Leven Street Dunedin","21 Leven Street Dunedin 9010"
"7247",313227,"23 Leven Street Dunedin","Steve and Kate Wellington Trust 23 Leven Street Dunedin 9010"
"7248",313228,"27 Leven Street Dunedin","27 Leven Street Dunedin 9010"
"7249",313229,"29 Leven Street Dunedin","29 Leven Street Dunedin 9010"
"7250",313230,"31 Leven Street Dunedin","G F and S D Preston Family Trust 31 Leven Street Dunedin 9010"
"7251",313231,"35 Leven Street Dunedin","35 Leven Street Dunedin 9010"
"7252",313232,"37 Leven Street Dunedin","37 Leven Street Dunedin 9010"
"7253",313233,"41 Leven Street Dunedin","41 Leven Street Dunedin 9010"
"7254",313234,"45 Leven Street Dunedin","45 Leven Street Dunedin 9010"
"7255",313235,"43 Leven Street Dunedin","43 Leven Street Dunedin 9010"
"7256",313238,"27 Scarba Street Dunedin","27 Jason Street Dunedin 9010"
"7257",313239,"35 Scarba Street Dunedin","35 Scarba Street Dunedin 9010"
"7258",313240,"37 Scarba Street Dunedin","Martin and Maryam Purvis Family Trust 29 Severn Street Green Island Dunedin 9018"
"7259",313241,"39 Scarba Street Dunedin","135 St Andrew Street Richmond Invercargill 9810"
"7260",313242,"41 Scarba Street Dunedin","41 Scarba Street Dunedin 9010"
"7261",313243,"43 Scarba Street Dunedin","43 Scarba Street Dunedin 9010"
"7262",313244,"45 Scarba Street Dunedin","45 Scarba Street Dunedin 9010"
"7263",313245,"47 Scarba Street Dunedin","47 Scarba Street Dunedin 9010"
"7264",313246,"49 Scarba Street Dunedin","C/O Downie Stewart PO Box 1345 Dunedin 9054"
"7265",313247,"51 Scarba Street Dunedin","51 Scarba Street Dunedin 9010"
"7266",313248,"1 City Road Dunedin","1 City Road Dunedin 9010"
"7267",313249,"8 Leven Street Dunedin","E G A Family Trust 8 Leven Street Dunedin 9010"
"7268",313250,"6 Leven Street Dunedin","6 Leven Street Dunedin 9010"
"7269",313251,"4 Leven Street Dunedin","4 Leven Street Dunedin 9010"
"7270",313252,"158 Highgate Dunedin","2 Leven Street Dunedin 9010"
"7271",313253,"156 Highgate Dunedin","Sanders Property Trust 29B Highgate Dunedin 9011"
"7272",313254,"148 Highgate Dunedin","148 Highgate Dunedin 9010"
"7273",313255,"146 Highgate Dunedin","146 Highgate Dunedin 9010"
"7274",313256,"144A Highgate Dunedin","144A Highgate Dunedin 9010"
"7275",313257,"144B Highgate Dunedin","144B Highgate Dunedin 9010"
"7276",313258,"142 Highgate Dunedin","142 Highgate Dunedin 9010"
"7277",313259,"1 Kilgour Street Dunedin","687 Arowhenua Road RD 5 Timaru 7975"
"7278",313260,"3 Kilgour Street Dunedin","3 Kilgour Street Dunedin 9010"
"7279",313261,"9 Kilgour Street Dunedin","R B and M L Adams Family Trust 9 Kilgour Street Dunedin 9010"
"7280",313262,"11 Kilgour Street Dunedin","11 Kilgour Street Dunedin 9010"
"7281",313263,"15 Kilgour Street Dunedin","15 Kilgour Street Dunedin 9010"
"7282",313264,"146A Highgate Dunedin","146A Highgate Dunedin 9010"
"7283",313265,"27 Kilgour Street Dunedin","Whitefield Family Trust 27 Kilgour Street Dunedin 9010"
"7284",313266,"29 Kilgour Street Dunedin","4 Plumpton Avenue Mount Roskill Auckland 1041"
"7285",313267,"31 Kilgour Street Dunedin","31 Kilgour Street Dunedin 9010"
"7286",313268,"33 Kilgour Street Dunedin","33 Kilgour Street Dunedin 9010"
"7287",313269,"35 Kilgour Street Dunedin","McKinsry Family Trust 35 Kilgour Street Dunedin 9010"
"7288",313270,"10 Leven Street Dunedin","Halford Family Trust 22 Grange Street Winton 9720"
"7289",313271,"12 Leven Street Dunedin","384 Devonport Road Tauranga 3112"
"7290",313272,"48 Leven Street Dunedin","48 Leven Street Dunedin 9010"
"7291",313273,"44 Leven Street Dunedin","18 Jubilee Street Dunedin 9011"
"7292",313274,"40 Leven Street Dunedin","23 Cairnhill Street Dunedin 9010"
"7293",313275,"38 Leven Street Dunedin","38 Leven Street Dunedin 9010"
"7294",313276,"30 Leven Street Dunedin","30 Leven Street Dunedin 9010"
"7295",313277,"20 Leven Street Dunedin","20 Leven Street Dunedin 9010"
"7296",313278,"22 Leven Street Dunedin","22 Leven Street Dunedin 9010"
"7297",313279,"16 Leven Street Dunedin","16 Leven Street Dunedin 9010"
"7298",313280,"36 Kilgour Street Dunedin","Lyn Hill Family Trust 36 Kilgour Street Dunedin 9010"
"7299",313281,"34 Kilgour Street Dunedin","6801 Ontario Street Springfield VA 22152 UNITED STATES OF AMERICA"
"7300",313282,"32 Kilgour Street Dunedin","32 Kilgour Street Dunedin 9010"
"7301",313283,"30 Kilgour Street Dunedin","Leo Mirkin Family Trust 30 Kilgour Street Dunedin 9010"
"7302",313284,"24 Kilgour Street Dunedin","24 Kilgour Street Dunedin 9010"
"7303",313285,"22 Kilgour Street Dunedin","22 Kilgour Street Dunedin 9010"
"7304",313286,"20 Kilgour Street Dunedin","PO Box 437 Wanaka 9343"
"7305",313287,"18 Kilgour Street Dunedin","18 Kilgour Street Dunedin 9010"
"7306",313288,"16 Kilgour Street Dunedin","16 Kilgour Street Dunedin 9010"
"7307",313289,"14 Kilgour Street Dunedin","14 Kilgour Street Dunedin 9010"
"7308",313290,"12 Kilgour Street Dunedin","68 Albionvale Road Glen Eden Auckland 0602"
"7309",313291,"10 Kilgour Street Dunedin","10 Kilgour Street Dunedin 9010"
"7310",313292,"8 Kilgour Street Dunedin","Corner Peak Trust 9 Flora Dora Parade RD 2 Wanaka 9382"
"7311",313293,"6 Kilgour Street Dunedin","6 Kilgour Street Dunedin 9010"
"7312",313294,"4 Kilgour Street Dunedin","4 Kilgour Street Dunedin 9010"
"7313",313295,"130 Highgate Dunedin","130 Highgate Dunedin 9010"
"7314",313296,"124A Highgate Dunedin","124A Highgate Dunedin 9010"
"7315",313297,"124B Highgate Dunedin","PO Box 59205 Mangere Bridge Auckland 2151"
"7316",313298,"126 Highgate Dunedin","Bolitho Trust;C/O Markhams Clarke Craw PO Box 919 Dunedin 9054"
"7317",313299,"122 Highgate Dunedin","75 Ann Street Dunedin 9010"
"7318",313300,"120 Highgate Dunedin","120 Highgate Dunedin 9010"
"7319",313301,"118 Highgate Dunedin","10/232 Pohutukawa Avenue Ohope 3121"
"7320",313302,"114 Highgate Dunedin","122 Doctors Point Road RD 2 Waitati 9085"
"7321",313303,"108 Highgate Dunedin",NA
"7322",313304,"50 Ross Street Dunedin","50 Ross Street Dunedin 9010"
"7323",313305,"48 Ross Street Dunedin","48 Ross Street Dunedin 9010"
"7324",313306,"46 Ross Street Dunedin","180 Galbraith Road RD 2 Waikouaiti 9472"
"7325",313307,"44 Ross Street Dunedin","J A and A S Hughes Family Trust 44 Ross Street Dunedin 9010"
"7326",313308,"42 Ross Street Dunedin","42 Ross Street Dunedin 9010"
"7327",313309,"40 Ross Street Dunedin","40 Ross Street Dunedin 9010"
"7328",313310,"38 Ross Street Dunedin","38 Ross Street Dunedin 9010"
"7329",313311,"36 Ross Street Dunedin","36 Ross Street Dunedin 9010"
"7330",313312,"34 Ross Street Dunedin","34 Ross Street Dunedin 9010"
"7331",313313,"32 Ross Street Dunedin","32 Ross Street Dunedin 9010"
"7332",313314,"28 Ross Street Dunedin","Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546"
"7333",313315,"26 Ross Street Dunedin","Joyce Blanc Family Trust PO Box 803 Dunedin 9054"
"7334",313316,"24 Ross Street Dunedin","2/24 Ross Street Dunedin 9010"
"7335",313317,"22 Ross Street Dunedin","22 Ross Street Dunedin 9010"
"7336",313318,"20 Ross Street Dunedin","20 Ross Street Dunedin 9010"
"7337",313319,"18 Ross Street Dunedin","18 Ross Street Dunedin 9010"
"7338",313320,"16 Ross Street Dunedin","16 Ross Street Dunedin 9010"
"7339",313321,"12 Ross Street Dunedin","28 Patmos Avenue Dunedin 9010"
"7340",313322,"10 Ross Street Dunedin","10 Ross Street Dunedin 9010"
"7341",313323,"8 Ross Street Dunedin","94 Kilkenny Drive Dannemora Auckland 2016"
"7342",313324,"6 Ross Street Dunedin","6 Ross Street Dunedin 9010"
"7343",313325,"2 Ross Street Dunedin","2 Ross Street Dunedin 9010"
"7344",313326,"3 Scarba Street Dunedin","3 Scarba Street Dunedin 9010"
"7345",313327,"5 Scarba Street Dunedin","A and L Stewart Family Trust 5 Scarba Street Dunedin 9010"
"7346",313328,"7 Scarba Street Dunedin","D L and H A Hastings Family Trust 7 Scarba Street Dunedin 9010"
"7347",313329,"9 Scarba Street Dunedin","9 Scarba Street Dunedin 9010"
"7348",313330,"11 Scarba Street Dunedin","11 Scarba Street Dunedin 9010"
"7349",313331,"15 Scarba Street Dunedin","15 Scarba Street Dunedin 9010"
"7350",313332,"17 Scarba Street Dunedin","2 Polwarth Road Dunedin 9010"
"7351",313333,"50 Leven Street Dunedin","PO Box 6030 Invercargill North Invercargill 9841"
"7352",313334,"5 Ross Street Dunedin","PO Box 230047 Botany Auckland 2163"
"7353",313335,"7 Ross Street Dunedin","7 Ross Street Dunedin 9010"
"7354",313336,"9 Ross Street Dunedin","PO Box 5142 Frankton Hamilton 3242"
"7355",313337,"11 Ross Street Dunedin","11 Ross Street Dunedin 9010"
"7356",313338,"5 Bruce Street Dunedin","5 Bruce Street Dunedin 9011"
"7357",313339,"7 Bruce Street Dunedin","Long Johns Trust 256 Spirit Burn Road RD 1 Dipton 9791"
"7358",313340,"9 Bruce Street Dunedin","9 Bruce Street Dunedin 9011"
"7359",313341,"11 Bruce Street Dunedin","11 Bruce Street Dunedin 9011"
"7360",313342,"15 Bruce Street Dunedin","3 Victoria Street RD 1 Coalgate 7673"
"7361",313343,"17A Bruce Street Dunedin","20 Wiltshire Drive Huntington Hamilton 3210"
"7362",313344,"17B Bruce Street Dunedin","17B Bruce Street Dunedin 9011"
"7363",313345,"19 Bruce Street Dunedin","K J Hand Family Trust 19 Bruce Street Dunedin 9011"
"7364",313346,"23 Bruce Street Dunedin","323 Dunstan Road RD 1 Alexandra 9391"
"7365",313347,"25 Bruce Street Dunedin","25 Bruce Street Dunedin 9011"
"7366",313348,"27 Bruce Street Dunedin","27 Bruce Street Dunedin 9011"
"7367",313349,"29 Bruce Street Dunedin","29 Bruce Street Dunedin 9011"
"7368",313350,"24 Lawson Street Dunedin","24 Lawson Street Dunedin 9011"
"7369",313351,"22 Lawson Street Dunedin","22 Lawson Street Dunedin 9011"
"7370",313352,"18A Lawson Street Dunedin","18A Lawson Street Dunedin 9011"
"7371",313353,"18B Lawson Street Dunedin","Bridget Irvine Trust 18B Lawson Street Dunedin 9011"
"7372",313354,"18C Lawson Street Dunedin","18C Lawson Street Dunedin 9011"
"7373",313355,"18D Lawson Street Dunedin","18D Lawson Street Dunedin 9011"
"7374",313356,"16 Lawson Street Dunedin","16 Lawson Street Dunedin 9011"
"7375",313357,"12 Lawson Street Dunedin","12 Lawson Street Dunedin 9011"
"7376",313358,"10 Lawson Street Dunedin","P S and P J O&#39;Neill Family Trust 10 Lawson Street Dunedin 9011"
"7377",313359,"6 Lawson Street Dunedin","6 Lawson Street Dunedin 9011"
"7378",313360,"4 Lawson Street Dunedin","4 Lawson Street Dunedin 9011"
"7379",313361,"1 Ross Street Dunedin","1 Ross Street Dunedin 9011"
"7380",313362,"25 Ross Street Dunedin","Leslie Trust 1 Rock Street East Gore Gore 9710"
"7381",313363,"27 Ross Street Dunedin","8 Kiwi Road Fendalton Christchurch 8041"
"7382",313364,"29 Ross Street Dunedin","PO Box 29219 Greenwoods Corner Auckland 1347"
"7383",313365,"38 Michie Street Dunedin","38 Michie Street Dunedin 9011"
"7384",313366,"36 Michie Street Dunedin","J J and J P Cargill Family Trust 36 Michie Street Dunedin 9011"
"7385",313367,"30A Michie Street Dunedin","Fairsle Trust 30A Michie Street Dunedin 9011"
"7386",313368,"30B Michie Street Dunedin","30B Michie Street Dunedin 9011"
"7387",313369,"30C Michie Street Dunedin","30C Michie Street Dunedin 9011"
"7388",313370,"28 Michie Street Dunedin","Albany Family Trust 28 Michie Street Dunedin 9011"
"7389",313371,"26 Michie Street Dunedin","26 Michie Street Dunedin 9011"
"7390",313372,"24 Michie Street Dunedin","24 Michie Street Dunedin 9011"
"7391",313373,"22 Michie Street Dunedin","6B Braeburn Street Dunedin 9013"
"7392",313374,"20 Michie Street Dunedin","20 Michie Street Dunedin 9011"
"7393",313375,"18 Michie Street Dunedin","18 Michie Street Dunedin 9011"
"7394",313376,"36 Bruce Street Dunedin","36 Bruce Street Dunedin 9011"
"7395",313377,"34 Bruce Street Dunedin","34 Bruce Street Dunedin 9011"
"7396",313378,"32 Bruce Street Dunedin","Ngati Manu Orchard Trust 32 Bruce Street Dunedin 9011"
"7397",313379,"28 Bruce Street Dunedin","28 Bruce Street Dunedin 9011"
"7398",313380,"24 Bruce Street Dunedin","24 Bruce Street Dunedin 9011"
"7399",313381,"20 Bruce Street Dunedin","Juno Family Trust 20 Bruce Street Dunedin 9011"
"7400",313382,"8 Bruce Street Dunedin","8 Bruce Street Dunedin 9011"
"7401",313383,"8A Bruce Street Dunedin","26 Sheen Street Dunedin 9010"
"7402",313384,"6A Bruce Street Dunedin","6A Bruce Street Dunedin 9011"
"7403",313385,"6 Bruce Street Dunedin","6 Bruce Street Dunedin 9011"
"7404",313386,"4 Bruce Street Dunedin","4 Bruce Street Dunedin 9011"
"7405",313387,"2A Bruce Street Dunedin","2A Bruce Street Dunedin 9011"
"7406",313388,"2 Bruce Street Dunedin","6 Bruce Street Dunedin 9011"
"7407",313390,"28 Lawson Street Dunedin","28 Thornicroft Road RD 2 Waitati 9085"
"7408",313391,"31 Bruce Street Dunedin","30 Lawson Street Dunedin 9011"
"7409",313392,"33 Bruce Street Dunedin","Fiona Todd Family Trust 30 Lawson Street Dunedin 9011"
"7410",313393,"12 Michie Street Dunedin",NA
"7411",313396,"8 Michie Street Dunedin","G A Parmenter Family Trust 8 Michie Street Dunedin 9011"
"7412",313397,"6 Michie Street Dunedin","6 Michie Street Dunedin 9011"
"7413",313398,"1 Alison Crescent Dunedin","1 Alison Crescent Dunedin 9011"
"7414",313399,"3 Alison Crescent Dunedin","3 Alison Crescent Dunedin 9011"
"7415",313400,"5 Alison Crescent Dunedin","5 Alison Crescent Dunedin 9011"
"7416",313401,"7 Alison Crescent Dunedin","7 Alison Crescent Dunedin 9011"
"7417",313402,"9 Alison Crescent Dunedin","9 Alison Crescent Dunedin 9011"
"7418",313405,"15 Alison Crescent Dunedin","C/O D M Hanan 13 Alison Crescent Dunedin 9011"
"7419",313406,"17 Alison Crescent Dunedin","Orari Family Trust 17 Alison Crescent Dunedin 9011"
"7420",313407,"19 Alison Crescent Dunedin","19 Alison Crescent Dunedin 9011"
"7421",313408,"33 Michie Street Dunedin","33 Michie Street Dunedin 9011"
"7422",313409,"43 Ross Street Dunedin","43 Ross Street Dunedin 9011"
"7423",313410,"49 Ross Street Dunedin","49 Ross Street Dunedin 9010"
"7424",313411,"45 Ross Street Dunedin","Bowmar Family (No 1) Trust 45 Ross Street Dunedin 9010"
"7425",313412,"30 Hart Street Dunedin","30 Hart Street Dunedin 9011"
"7426",313413,"31 Michie Street Dunedin","R W R and J M Cook Family Trust 1 Preston Crescent Dunedin 9011"
"7427",313414,"47 Ross Street Dunedin","47 Ross Street Dunedin 9010"
"7428",313415,"28 Hart Street Dunedin","28 Hart Street Dunedin 9011"
"7429",313416,"26A Hart Street Dunedin","5 Leary Street Dunedin 9011"
"7430",313417,"26 Hart Street Dunedin","26 Hart Street Dunedin 9011"
"7431",313418,"24 Hart Street Dunedin","24 Hart Street Dunedin 9011"
"7432",313419,"22 Hart Street Dunedin","22 Hart Street Dunedin 9011"
"7433",313420,"20A Hart Street Dunedin","20A Hart Street Dunedin 9011"
"7434",313421,"20 Hart Street Dunedin","20 Hart Street Dunedin 9011"
"7435",313422,"18 Hart Street Dunedin","18 Hart Street Dunedin 9011"
"7436",313423,"16 Hart Street Dunedin","16 Hart Street Dunedin 9011"
"7437",313424,"14 Hart Street Dunedin","33 Aotea Street Dunedin 9013"
"7438",313425,"12 Hart Street Dunedin","12 Hart Street Dunedin 9011"
"7439",313426,"10 Hart Street Dunedin","10 Hart Street Dunedin 9011"
"7440",313427,"8 Hart Street Dunedin","8 Hart Street Dunedin 9011"
"7441",313428,"6 Hart Street Dunedin","251 Lincoln Tai Tapu Road RD 2 Christchurch 7672"
"7442",313429,"4 Hart Street Dunedin","4 Hart Street Dunedin 9011"
"7443",313430,"17 Bellevue Street Dunedin",NA
"7444",313431,"2 Hart Street Dunedin","285 Clarks Flat Road RD 3 Lawrence 9593"
"7445",313432,"19 Bellevue Street Dunedin","19 Bellevue Street Dunedin 9011"
"7446",313433,"3 Michie Street Dunedin","Flat 207 Joy Palace 4-23-4 Manganji Hino-Shi;Tokyo 191-0024 JAPAN"
"7447",313434,"5 Michie Street Dunedin","Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546"
"7448",313435,"7 Michie Street Dunedin","7 Michie Street Dunedin 9011"
"7449",313436,"9 Michie Street Dunedin","9 Michie Street Dunedin 9011"
