"","ID","PropertyDetails.PropertyAddress","PropertyDetails.PostalAddressForThisAssessment"
"3835",321931,"62 Royal Terrace Dunedin","62 Royal Terrace Dunedin 9016"
"3836",321932,"62A Royal Terrace Dunedin","Element Trust 64 Cannington Road Dunedin 9010"
"3837",321933,"66 Royal Terrace Dunedin","309 Fisher Lane RD 3 Alexandra 9393"
"3838",321934,"68 Royal Terrace Dunedin","3 Landreth Street Portobello Dunedin 9014"
"3839",321935,"70 Royal Terrace Dunedin","38 Glen Road Kelburn Wellington 6012"
"3840",321936,"72 Royal Terrace Dunedin","2 Dover Street Dunedin 9010"
"3841",321937,"74 Royal Terrace Dunedin","200A Somerville Street Dunedin 9013"
"3842",321938,"58 Heriot Row Dunedin","35 Powell Street Avondale Auckland 1026"
"3843",321939,"60 Heriot Row Dunedin","12 Oriana Avenue Lynfield Auckland 1042"
"3844",321940,"62 Heriot Row Dunedin","16 Larkins Street Dunedin 9010"
"3845",321941,"64 Heriot Row Dunedin","27A Sheen Street Dunedin 9010"
"3846",321942,"4 Drummond Street Dunedin","30 Maybank Street Dunedin 9010"
"3847",321943,"1A Corrie Street Dunedin","1A Corrie Street Dunedin 9016"
"3848",321946,"1D Corrie Street Dunedin","1A Corrie Street Dunedin 9016"
"3849",321947,"70 Heriot Row Dunedin","PO Box 36343 Merivale Christchurch 8146"
"3850",321948,"4 Kyber Pass Dunedin","39 Garden Place Dunedin 9010"
"3851",321949,"74 Heriot Row Dunedin","43 Totara Street Ravensbourne Dunedin 9022"
"3852",321950,"78 Heriot Row Dunedin","16 Larkins Street Dunedin 9010"
"3853",321951,"5 Drummond Street Dunedin","56 Mahlet Street Northwood Christchurch 8051"
"3854",321952,"3 Drummond Street Dunedin","C/O Nicholas Gdanitz 55 Warden Street Dunedin 9010"
"3855",321954,"68 Heriot Row Dunedin","PO Box 36343 Merivale Christchurch 8146"
"3856",321955,"70A Heriot Row Dunedin","14 Wilson Avenue Dunedin 9012"
"3857",321956,"72 Heriot Row Dunedin","PO Box 56 Dunedin 9054"
"3858",321957,"76 Heriot Row Dunedin","PO Box 185 Arrowtown 9351"
"3859",321958,"80 Heriot Row Dunedin","80 Heriot Row Dunedin 9016"
"3860",321961,"48 Park Street Dunedin","27G Begonia Mansion Tai Koo Shing HONG KONG"
"3861",321962,"44 Park Street Dunedin","101 Brockville Road Dunedin 9011"
"3862",321963,"36 Park Street Dunedin","82 Connell Street Dunedin 9013"
"3863",321964,"34 Park Street Dunedin","Fisher Family Trust 859 Old North Road RD 2 Waimauku 0882"
"3864",321965,"32 Park Street Dunedin","4355 Roxburgh-Ettrick Road RD 2 Roxburgh 9572"
"3865",321966,"30A Park Street Dunedin","11A Clonbern Road Remuera Auckland 1050"
"3866",321967,"28 Park Street Dunedin","C/O Edinburgh Realty Limited PO Box 5772 Moray Place Dunedin 9058"
"3867",321968,"60 Queen Street Dunedin","84 Preston Crescent Dunedin 9011"
"3868",321969,"62 Queen Street Dunedin","1 McGlashan Street Mosgiel 9024"
"3869",321970,"64 Queen Street Dunedin","64 Queen Street Dunedin 9016"
"3870",321971,"2A Kyle Street Dunedin","2A Kyle Street Dunedin 9016"
"3871",321972,"2B Kyle Street Dunedin","Lord Family Trust 330 Marshall Road East RD 1 Outram 9073"
"3872",321973,"80 Queen Street Dunedin","Merklands Family Trust 80 Queen Street Dunedin 9016"
"3873",321974,"82 Queen Street Dunedin","66B Winters Road Redwood Christchurch 8051"
"3874",321976,"86 Queen Street Dunedin","68 Dunrobin Street Dunedin 9013"
"3875",321977,"88 Queen Street Dunedin","128 Somerville Street Dunedin 9013"
"3876",321978,"90 Queen Street Dunedin","9 Harley Road Takapuna Auckland 0622"
"3877",321979,"94 Queen Street Dunedin","PO Box 3223 Richmond 7050"
"3878",321980,"98 Queen Street Dunedin","C/O Grant and Nicola Knight Family Trusts 147C St Heliers Bay Road St Heliers Auckland 1071"
"3879",321981,"100 Queen Street Dunedin","7 Ronberg Street Highbury Palmerston North 4412"
"3880",321982,"102 Queen Street Dunedin",NA
"3881",321983,"5 Cosy Dell Road Dunedin","5A Cosy Dell Road Dunedin 9016"
"3882",321984,"96 Queen Street Dunedin","Pinches Family Trust 23 Yattendon Road St Heliers Auckland 1071"
"3883",321985,"92 Queen Street Dunedin","66B Winters Road Redwood Christchurch 8051"
"3884",321986,"4 Cosy Dell Road Dunedin","Applegarth Family Trust 21 Aytoun Street Dunedin 9013"
"3885",321987,"2 Cosy Dell Road Dunedin","Unit 4;2 Bardsley Gardens North Sydney NSW 2060 AUSTRALIA"
"3886",321990,"12 Cosy Dell Road Dunedin","PO Box 1134 Dunedin 9054"
"3887",321991,"16 Cosy Dell Road Dunedin","Ross and Suzi Price Family Trust 5A Oates Street Dunedin 9010"
"3888",321992,"20 Cosy Dell Road Dunedin","20 Cosy Dell Road Dunedin 9016"
"3889",321993,"20 Lachlan Avenue Dunedin","483 Blueskin Road RD 1 Port Chalmers 9081"
"3890",321994,"77 Warrender Street Dunedin","77 Warrender Street Dunedin 9016"
"3891",321995,"71 Warrender Street Dunedin","47 Royal Terrace Dunedin 9016"
"3892",321996,"69 Warrender Street Dunedin","6/84 Warrender Street Dunedin 9016"
"3893",321997,"67 Warrender Street Dunedin","67 Warrender Street Dunedin 9016"
"3894",321998,"65 Warrender Street Dunedin","Hatton Castle New Tyle;Blair Gowrie PH1 28UN SCOTLAND"
"3895",322000,"6 - 84 Warrender Street Dunedin","6/84 Warrender Street Dunedin 9016"
"3896",322001,"7 - 84 Warrender Street Dunedin","21 Mirren Street RD 2 Owaka 9586"
"3897",322002,"8 - 84 Warrender Street Dunedin","27B Constitution Street Dunedin 9016"
"3898",322003,"9 - 84 Warrender Street Dunedin","21 Mirren Street RD 2 Owaka 9586"
"3899",322004,"10 - 84 Warrender Street Dunedin","187 Hazeldale Road RD 1 Clinton 9583"
"3900",322005,"1 - 84 Warrender Street Dunedin","1/84 Warrender Street Dunedin 9016"
"3901",322006,"2 - 84 Warrender Street Dunedin","573 Highgate Dunedin 9010"
"3902",322007,"3 - 84 Warrender Street Dunedin","10 Chilton Grove Hokowhitu Palmerston North 4410"
"3903",322008,"4 - 84 Warrender Street Dunedin","17 Fairfax Street Dunedin 9010"
"3904",322009,"5 - 84 Warrender Street Dunedin","Clark Family Trust 29 Harcourt Street Dunedin 9011"
"3905",322010,"145A Anzac Avenue Dunedin","PO Box 68 Dunedin 9054"
"3906",322014,"102 Parry Street Dunedin","PO Box 99873 Newmarket Auckland 1149"
"3907",322018,"95 Parry Street Dunedin","PO Box 31328 Ilam Christchurch 8444"
"3908",322021,"239 Fryatt Street Dunedin","Private Bag 14919 Panmure Auckland 1741"
"3909",322031,"31 Wickliffe Street Dunedin","Z Energy 2015 Limited;C/O Colliers International PO Box 1748 Wellington 6140"
"3910",322037,"112 Anzac Avenue Dunedin","PO Box 101 Palmerston North Central Palmerston North 4440"
"3911",322040,"180 Dundas Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"3912",322042,"1 St Abbs Place Dunedin","18 Council Street Dunedin 9012"
"3913",322048,"162 Dundas Street Dunedin","262A Old Main South Road RD 22 Geraldine 7992"
"3914",322053,"167A Dundas Street Dunedin","Harpsong Partnership 104 Cliffs Road Dunedin 9012"
"3915",322054,"167B Dundas Street Dunedin","3 Beaumont Drive Rolleston 7614"
"3916",322055,"167C Dundas Street Dunedin","8 Claremont Street Dunedin 9010"
"3917",322058,"121 Harbour Terrace Dunedin","CMB 14019 Warrington 9449"
"3918",322059,"119 Harbour Terrace Dunedin","Graepal Trust 14 Lynn Street Dunedin 9010"
"3919",322060,"115 Harbour Terrace Dunedin","C/O S F Beamish 22 Orokonui Road RD 2 Waitati 9085"
"3920",322061,"113 Harbour Terrace Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"3921",322062,"111 Harbour Terrace Dunedin","8 Bowler Avenue Dunedin 9011"
"3922",322071,"41 Harbour Terrace Dunedin","Private Bag 1910 Dunedin 9054"
"3923",322077,"LOT 2 Forth Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"3924",322078,"140 Harbour Terrace Dunedin","P D and J R Crothall Family Trusts Partnership PO Box 6006 Dunedin North Dunedin 9059"
"3925",322079,"160 Dundas Street Dunedin","10 Fairfield Road Woodstock Hamilton 3214"
"3926",322080,"158 Dundas Street Dunedin","92 Dundas Street Dunedin 9016"
"3927",322081,"156 Dundas Street Dunedin","G W Stewart Family Trust 12 Follis Street Te Aroha 3320"
"3928",322082,"154 Dundas Street Dunedin","102 Kenmure Road Dunedin 9011"
"3929",322083,"150 Dundas Street Dunedin","Casale Trust 11 Pretoria Avenue Dunedin 9012"
"3930",322084,"148 Dundas Street Dunedin","29 Kayforce Road Ocean View Dunedin 9035"
"3931",322087,"142 Dundas Street Dunedin","PO Box 788 Wanaka 9343"
"3932",322089,"157 Dundas Street Dunedin","7 Luna Place Lake Hayes Estate Queenstown 9304"
"3933",322090,"155 Dundas Street Dunedin","81 Sandspit Road Shelly Park Auckland 2014"
"3934",322091,"153 Dundas Street Dunedin","55 Bennett Road Ocean View Dunedin 9035"
"3935",322092,"151 Dundas Street Dunedin","11 Pretoria Avenue Dunedin 9012"
"3936",322093,"147 Dundas Street Dunedin","Oliver and Haig Trust Partnership 6 Riccarton Road East East Taieri Mosgiel 9024"
"3937",322094,"145 Dundas Street Dunedin","101 Waipori Station Road RD 2 Outram 9074"
"3938",322095,"143 Dundas Street Dunedin","21 Aytoun Street Dunedin 9013"
"3939",322096,"141 Dundas Street Dunedin","144 Moutere Highway RD 1 Richmond 7081"
"3940",322097,"173 Forth Street Dunedin","1417 Ashburton River Road RD 12 Rakaia 7782"
"3941",322098,"171 Forth Street Dunedin","P J and F J Jessep Family Trust 1417 Ashburton River Road RD 12 Rakaia 7782"
"3942",322100,"167 Forth Street Dunedin","Pryde Farm 22 Pryde Road RD 1 Waikouaiti 9471"
"3943",322101,"165 Forth Street Dunedin","7 Murray Road Te Atatu Peninsula Auckland 0610"
"3944",322102,"163 Forth Street Dunedin","66 Montague Street Dunedin 9010"
"3945",322103,"161 Forth Street Dunedin","2A Ashworths Road RD 1 Amberley 7481"
"3946",322104,"159 Forth Street Dunedin","146 Glenpark Avenue Dunedin 9011"
"3947",322105,"157 Forth Street Dunedin","29 Kayforce Road Ocean View Dunedin 9035"
"3948",322106,"155 Forth Street Dunedin","PO Box 788 Wanaka 9343"
"3949",322108,"149 Forth Street Dunedin","PO Box 1440 Dunedin 9054"
"3950",322109,"147 Forth Street Dunedin","PO Box 24019 Royal Oak Auckland 1345"
"3951",322110,"145 Forth Street Dunedin","F T and C E Gray Family Trust 18 Christie Street Abbotsford Dunedin 9018"
"3952",322111,"143 Forth Street Dunedin","103 Chain Hills Road RD 1 Dunedin 9076"
"3953",322112,"139 Forth Street Dunedin","PO Box 6240 Dunedin North Dunedin 9059"
"3954",322113,"135 Forth Street Dunedin","184 Scott Street Dunedin 9013"
"3955",322115,"153 St David Street Dunedin","C/O Otago Polytechnic Private Bag 1910 Dunedin 9054"
"3956",322116,"155 St David Street Dunedin","C/O Otago Real Estate PO Box 6400 Dunedin North Dunedin 9059"
"3957",322117,"92 Harbour Terrace Dunedin","33 Oregon Drive Queenstown 9300"
"3958",322120,"98 Harbour Terrace Dunedin","43 Duke Street Dunedin 9016"
"3959",322122,"151 Forth Street Dunedin","716 Highgate Dunedin 9010"
"3960",322124,"116 Harbour Terrace Dunedin","22 Orokonui Road RD 2 Waitati 9085"
"3961",322126,"118 Harbour Terrace Dunedin","5 Hamilton Avenue Ilam Christchurch 8041"
"3962",322127,"120 Harbour Terrace Dunedin","3285 Ohura Road RD 1 Ohura 3980"
"3963",322128,"122 Harbour Terrace Dunedin","31 Evans Street Dunedin 9010"
"3964",322130,"126 Harbour Terrace Dunedin","Stewart Family Trust 68 Campbells Road Dunedin 9010"
"3965",322131,"159 Dundas Street Dunedin","C/O Otago Real Estate PO Box 6400 Dunedin North Dunedin 9059"
"3966",322132,"95 Forth Street Dunedin","C/O Otago Polytechnic Private Bag 1910 Dunedin 9054"
"3967",322133,"121 Forth Street Dunedin","Private Bag 1910 Dunedin 9054"
"3968",322134,"161 Albany Street Dunedin","PO Box 56 Dunedin 9054"
"3969",322135,"175 Albany Street Dunedin","PO Box 2838 Christchurch 8140"
"3970",322136,"179 Albany Street Dunedin",NA
"3971",322137,"183 Albany Street Dunedin","262 Gladstone Road North RD 2 Mosgiel 9092"
"3972",322138,"180 Albany Street Dunedin","PO Box 56 Dunedin 9054"
"3973",322139,"57 Anzac Avenue Dunedin","Attention S B K 3195/17-29 Rama IV Road Klong Ton;Klong Toey District Bangkok 10110 THAILAND"
"3974",322140,"105 Harrow Street Dunedin","McFarlanes Tyre Service Limited PO Box 5335 Moray Place Dunedin 9058"
"3975",322142,"140 Dundas Street Dunedin","21 Clayton Street Dunedin 9012"
"3976",322143,"136 Dundas Street Dunedin","3/175 Victoria Road Dunedin 9012"
"3977",322144,"132 Dundas Street Dunedin","Jam Partnership PO Box 44415 Point Chevalier Auckland 1246"
"3978",322145,"130 Dundas Street Dunedin","101 Waipori Station Road RD 2 Outram 9074"
"3979",322146,"128 Dundas Street Dunedin","268 Puddle Alley RD 2 Mosgiel 9092"
"3980",322147,"126 Dundas Street Dunedin","1 Leyden Terrace Dunedin 9013"
"3981",322148,"124 Dundas Street Dunedin","C/O Otago Real Estate PO Box 6400 Dunedin North Dunedin 9059"
"3982",322149,"4 Lovelock Avenue Dunedin","1 Leyden Terrace Dunedin 9013"
"3983",322150,"137 Dundas Street Dunedin","PO Box 56 Dunedin 9054"
"3984",322151,"135 Dundas Street Dunedin","PO Box 56 Dunedin 9054"
"3985",322152,"133 Dundas Street Dunedin","PO Box 56 Dunedin 9054"
"3986",322153,"129 Dundas Street Dunedin","PO Box 56 Dunedin 9054"
"3987",322154,"127 Clyde Street Dunedin","PO Box 56 Dunedin 9054"
"3988",322155,"125 Clyde Street Dunedin","PO Box 56 Dunedin 9054"
"3989",322156,"121 Clyde Street Dunedin","PO Box 56 Dunedin 9054"
"3990",322157,"119 Clyde Street Dunedin","146 Glenpark Avenue Dunedin 9011"
"3991",322158,"117 Clyde Street Dunedin","15A Tania Place Blockhouse Bay Auckland 0600"
"3992",322159,"115 Clyde Street Dunedin","25 Brownville Crescent Dunedin 9010"
"3993",322162,"107 Clyde Street Dunedin","C/O Financial Services Department PO Box 56 Dunedin 9054"
"3994",322163,"105 Clyde Street Dunedin","3/175 Victoria Road Dunedin 9012"
"3995",322164,"133 St David Street Dunedin","Bhakiva Trust 20 Crosby Street Dunedin 9011"
"3996",322165,"135 St David Street Dunedin","8 Bowler Avenue Dunedin 9011"
"3997",322166,"6 Agnew Street Dunedin","C/O Cutlers Property Management 709 Great King Street Dunedin 9016"
"3998",322167,"8 Agnew Street Dunedin","8 Bowler Avenue Dunedin 9011"
"3999",322170,"14 Agnew Street Dunedin","8 Bowler Avenue Dunedin 9011"
"4000",322171,"16 Agnew Street Dunedin","29 Kayforce Road Ocean View Dunedin 9035"
"4001",322172,"18 Agnew Street Dunedin","PO Box 56 Dunedin 9054"
"4002",322173,"15 Agnew Street Dunedin","162 balwyn Road Balwyn VIC 3103 AUSTRALIA"
"4003",322174,"13 Agnew Street Dunedin","20 Camp Road RD 2 Dunedin 9077"
"4004",322175,"11 Agnew Street Dunedin","102 Kenmure Road Dunedin 9011"
"4005",322176,"9 Agnew Street Dunedin","102 Kenmure Road Dunedin 9011"
"4006",322177,"5 Agnew Street Dunedin","92 Passmore Crescent Dunedin 9010"
"4007",322178,"3 Agnew Street Dunedin","4 Rata Court Mosgiel 9024"
"4008",322179,"1 Agnew Street Dunedin","PO Box 51780 Pakuranga Auckland 2140"
"4009",322180,"139 St David Street Dunedin","223 Maungatapu Road Maungatapu Tauranga 3112"
"4010",322181,"141 St David Street Dunedin","C/O Edinburgh Realty Limited PO Box 5772 Moray Place Dunedin 9058"
"4011",322182,"143 St David Street Dunedin","121 Moturata Road RD 1 Brighton 9091"
"4012",322183,"128 Forth Street Dunedin","10 Grandview Crescent Dunedin 9010"
"4013",322184,"132 Forth Street Dunedin","8 Bowler Avenue Dunedin 9011"
"4014",322186,"138 Forth Street Dunedin","10 Grandview Crescent Dunedin 9010"
"4015",322187,"140 Forth Street Dunedin","20 Hardie Place Albert Town Wanaka 9305"
"4016",322188,"142 Forth Street Dunedin","282 Otokia-Kuri Bush Road East RD 1 Brighton 9091"
"4017",322189,"144 Forth Street Dunedin","Max and Barbara Walker Family Trust 60 Law Street Dunedin 9012"
"4018",322190,"146 Forth Street Dunedin","76 Huntly Road RD 1 Outram 9073"
"4019",322191,"148 Forth Street Dunedin","18 Council Street Dunedin 9012"
"4020",322192,"150 Forth Street Dunedin","53 Belford Street Dunedin 9013"
"4021",322193,"152 Forth Street Dunedin","225 Gladstone Road South RD 2 Mosgiel 9092"
"4022",322195,"162 Forth Street Dunedin","9 Flockton Street Mairehau Christchurch 8013"
"4023",322196,"166 Forth Street Dunedin","PO Box 56 Dunedin 9054"
"4024",322197,"139 Dundas Street Dunedin","PO Box 56 Dunedin 9054"
"4025",322198,"142 St David Street Dunedin","R and C Sainsbury Family Trust PO Box 7328 Taradale Napier 4141"
"4026",322199,"138 St David Street Dunedin","22 Orokonui Road RD 2 Waitati 9085"
"4027",322200,"136 St David Street Dunedin","21 Clayton Street Dunedin 9012"
"4028",322201,"134 St David Street Dunedin","2A Alton Avenue Dunedin 9013"
"4029",322202,"103 Clyde Street Dunedin","266 Tirohanga Road RD 2 Mosgiel 9092"
"4030",322203,"101 Clyde Street Dunedin","3 Landreth Street Portobello Dunedin 9014"
"4031",322204,"99 Clyde Street Dunedin","270 Hillhead Road Dunedin 9012"
"4032",322205,"97 Clyde Street Dunedin","33A Fulton Road Dunedin 9010"
"4033",322206,"95 Clyde Street Dunedin","PO Box 56 Dunedin 9054"
"4034",322207,"81 Clyde Street Dunedin","102 Kenmure Road Dunedin 9011"
"4035",322209,"77 Clyde Street Dunedin","J Kinraid PO Box 11007 Musselburgh Dunedin 9049"
"4036",322211,"71 Clyde Street Dunedin","J P and C E Symons Family Trusts PO Box 788 Wanaka 9343"
"4037",322212,"69 Clyde Street Dunedin","PO Box 788 Wanaka 9343"
"4038",322213,"112 Union Street Dunedin","266 Tirohanga Road RD 2 Mosgiel 9092"
"4039",322215,"138 Union Street Dunedin","Lucien Verkerk Family Trust No. 2 138 Union Street North Dunedin Dunedin 9016"
"4040",322216,"74 Forth Street Dunedin","Emma and Trevor Choie Family Trust 8 Fairfax Street Dunedin 9010"
"4041",322218,"92 Forth Street Dunedin","C/O Otago Real Estate PO Box 6400 Dunedin North Dunedin 9059"
"4042",322219,"100 Forth Street Dunedin",NA
"4043",322220,"112 Forth Street Dunedin",NA
"4044",322221,"118 Forth Street Dunedin","87 Mulford Street Concord Dunedin 9018"
"4045",322222,"124 Forth Street Dunedin","Rognvald Trust PO Box 1116 Dunedin 9054"
"4046",322223,"LEITHBANK PT LOT 1 DP 1120 TN OF DUNEDIN Clyde Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"4047",322224,"131 Union Street Dunedin","66 Montague Street Dunedin 9010"
"4048",322226,"119 Union Street Dunedin","PO Box 56 Dunedin 9054"
"4049",322227,"117 Union Street Dunedin","21 Thurso Street Lawrence 9532"
"4050",322228,"115 Union Street Dunedin","PO Box 56 Dunedin 9054"
"4051",322231,"63 Clyde Street Dunedin","PO Box 56 Dunedin 9054"
"4052",322232,"61 Clyde Street Dunedin","PO Box 56 Dunedin 9054"
"4053",322233,"1 Leithbank Dunedin","PO Box 56 Dunedin 9054"
"4054",322234,"51 Clyde Street Dunedin","PO Box 56 Dunedin 9054"
"4055",322235,"158 Albany Street Dunedin","11 Omaru Road RD 3 Te Kuiti 3983"
"4056",322236,"154 Albany Street Dunedin","35 Cannington Road Dunedin 9010"
"4057",322237,"144 Albany Street Dunedin","92 Mount Street Nelson South Nelson 7010"
"4058",322238,"138 Albany Street Dunedin","C/O Peter Chin 18 Fifield Street Dunedin 9010"
"4059",322239,"136 Albany Street Dunedin","471 Frankley Road RD 1 New Plymouth 4371"
"4060",322240,"134 Albany Street Dunedin","Albany Holdings Trust 28 Michie Street Dunedin 9011"
"4061",322241,"45 Clyde Street Dunedin","28 Michie Street Dunedin 9011"
"4062",322242,"39 Clyde Street Dunedin","19 Hagart-Alexander Drive Mosgiel 9024"
"4063",322243,"37 Clyde Street Dunedin","101 Waipori Station Road RD 2 Outram 9074"
"4064",322244,"35 Clyde Street Dunedin","Pleace Family Trust 8 Bowler Avenue Dunedin 9011"
"4065",322245,"33 Clyde Street Dunedin","Mark Rowe Family Trust 3A Imran Terrace Khandallah Wellington 6035"
"4066",322246,"31 Clyde Street Dunedin","Aberdeen Trust 36 Kenmure Road Dunedin 9011"
"4067",322247,"29 Clyde Street Dunedin","92 Dundas Street Dunedin 9016"
"4068",322249,"21 Clyde Street Dunedin","PO Box 6288 Dunedin North Dunedin 9059"
